10ms	1000 	 173.102µs 	 280.421µs 	 541.061µs 	 37.487µs 	 99.99461595989449 	 102394.48674293196 	 204788.9734858639
3ms	1000 	 172.411µs 	 278.06µs 	 385.011µs 	 25.192µs 	 333.26426975674264 	 341262.61223090446 	 682525.2244618089
1ms	1000 	 150.353µs 	 205.382µs 	 305.851µs 	 17.656µs 	 999.3079103198578 	 1.0232913001675344e+06 	 2.0465826003350688e+06
300us	1000 	 138.322µs 	 224.709µs 	 2.763117ms 	 149.858µs 	 3326.456616100002 	 3.406291574886402e+06 	 6.812583149772804e+06
100us	1000 	 65.791µs 	 140.399µs 	 468.015µs 	 42.843µs 	 9405.710968991863 	 9.631448032247668e+06 	 1.9262896064495336e+07
30us	1000 	 67.781µs 	 106.013µs 	 349.903µs 	 30.004µs 	 13178.688105615904 	 1.3494976620150685e+07 	 2.698995324030137e+07
10us	1000 	 60.159µs 	 98.049µs 	 1.07434ms 	 48.452µs 	 15121.260259056828 	 1.5484170505274191e+07 	 3.0968341010548383e+07
3us	1000 	 67.694µs 	 100.404µs 	 380.396µs 	 34.188µs 	 15393.777524170422 	 1.5763228184750512e+07 	 3.1526456369501024e+07
1us	1000 	 67.172µs 	 91.261µs 	 379.54µs 	 28.287µs 	 16229.705645723832 	 1.6619218581221204e+07 	 3.323843716244241e+07
300ns	1000 	 70.59µs 	 113.92µs 	 442.014µs 	 41.043µs 	 14646.917310183862 	 1.4998443325628275e+07 	 2.999688665125655e+07
100ns	1000 	 70.048µs 	 90.986µs 	 408.666µs 	 29.582µs 	 16329.291262220739 	 1.6721194252514036e+07 	 3.3442388505028073e+07
30ns	1000 	 64.939µs 	 180.642µs 	 3.019976ms 	 388.013µs 	 15446.206539105202 	 1.5816915496043727e+07 	 3.1633830992087454e+07
10ns	1000 	 69.458µs 	 106.839µs 	 510.893µs 	 35.117µs 	 15012.611870042845 	 1.5372914554923873e+07 	 3.0745829109847747e+07
3ns	1000 	 71.173µs 	 88.651µs 	 511.652µs 	 30.901µs 	 16560.822311071035 	 1.695828204653674e+07 	 3.391656409307348e+07
1ns	1000 	 72.695µs 	 96.797µs 	 344.705µs 	 26.153µs 	 15937.775608965272 	 1.6320282223580439e+07 	 3.2640564447160877e+07
0ns	1000 	 634.707µs 	 3.550382ms 	 7.292827ms 	 1.915024ms 	 87610.43075770933 	 8.971308109589435e+07 	 1.794261621917887e+08
