16	1000 	 158.186µs 	 248.172µs 	 1.203581ms 	 47.281µs 	 999.3113036295662 	 127911.84686458447 	 2.0465895498333515e+06
32	1000 	 129.789µs 	 199.063µs 	 321.25µs 	 23.077µs 	 999.4019159186338 	 255846.89047517025 	 2.046775123801362e+06
64	1000 	 130.82µs 	 242.3µs 	 326.927µs 	 26.593µs 	 999.4581617478552 	 511722.5788149019 	 2.0468903152596075e+06
128	1000 	 169.134µs 	 240.842µs 	 509.211µs 	 29.242µs 	 999.577551538126 	 1.0235674127750411e+06 	 2.0471348255500821e+06
256	1000 	 161.446µs 	 260.875µs 	 504.127µs 	 35.377µs 	 999.4726892033758 	 2.0469200674885137e+06 	 2.0469200674885137e+06
512	1000 	 146.818µs 	 182.389µs 	 496.45µs 	 28.703µs 	 999.4403583741266 	 4.0937077079004226e+06 	 2.0468538539502113e+06
1024	1000 	 143.026µs 	 234.289µs 	 3.579211ms 	 144.666µs 	 999.4004227086015 	 8.187088262828863e+06 	 2.0467720657072158e+06
2048	1000 	 166.285µs 	 231.901µs 	 2.485256ms 	 86.224µs 	 999.5399847114562 	 1.6376463109512499e+07 	 2.0470578886890623e+06
4096	1000 	 191.374µs 	 290.686µs 	 2.971488ms 	 140.574µs 	 999.4342073026012 	 3.2749460104891635e+07 	 2.0468412565557272e+06
8192	1000 	 258.606µs 	 375.989µs 	 3.019096ms 	 174.727µs 	 999.409503891673 	 6.549730124704468e+07 	 2.0467906639701463e+06
16384	1000 	 351.374µs 	 458.709µs 	 3.211902ms 	 236.219µs 	 999.5299490517995 	 1.3101038948211746e+08 	 2.0470373356580853e+06
32768	1000 	 398.389µs 	 511.639µs 	 3.134576ms 	 320.054µs 	 999.5090901108829 	 2.6201531091802728e+08 	 2.0469946165470881e+06
65536	1000 	 668.606µs 	 827.312µs 	 3.371344ms 	 429.21µs 	 999.3942801189455 	 5.239704283350017e+08 	 2.0467594856836004e+06
131072	1000 	 1.859123ms 	 23.149886ms 	 32.471218ms 	 5.213081ms 	 892.2289427810895 	 9.355698559056237e+08 	 1.8272848748156712e+06
262144	1000 	 3.155463ms 	 25.064282ms 	 32.660604ms 	 3.648999ms 	 447.32566707797963 	 9.381099173639191e+08 	 916122.9661757023
