Location,Test,timestamp,Deployment,RequestSize(byte),NumValidRtt,MinRtt(ns),AvgRtt(ns),MaxRtt(ns),StdRtt(ns),Tps,TxBandwidth(bps),RxBandwidth(bps)
Local,basic,20160513_21-33,physical,256,1000,1.01421E+05,1.87808E+05,4.53633E+05,5.2413E+04,999.7140387972004,2.0474143514566664e+06,2.0474143514566664e+06
Local,basic,20160513_21-33,physical,512,1000,1.05881E+05,1.95944E+05,3.00939E+05,4.1875E+04,999.668406990396,4.094641795032662e+06,2.047320897516331e+06
Local,basic,20160513_21-33,physical,1024,1000,8.1431E+04,2.09741E+05,2.95656E+05,3.7096E+04,999.6168398679606,8.188861152198333e+06,2.0472152880495833e+06
Local,basic,20160513_21-33,physical,2048,1000,1.24008E+05,2.42149E+05,4.829935E+06,2.17798E+05,999.6246319540796,1.637784996993564e+07,2.047231246241955e+06
Local,basic,20160513_21-33,physical,4096,1000,1.03188E+05,2.23675E+05,4.167138E+06,1.80704E+05,999.6124372631114,3.2755300344237633e+07,2.047206271514852e+06
Local,basic,20160513_21-33,physical,8192,1000,8.837E+04,2.29462E+05,4.421858E+06,2.61346E+05,999.5869616711549,6.550893112008081e+07,2.0471540975025252e+06
Local,basic,20160513_21-33,physical,16384,1000,7.4448E+04,2.32909E+05,4.298871E+06,3.57146E+05,999.5312498297674,1.3101055997768727e+08,2.0470399996513636e+06
Local,basic,20160513_21-33,physical,32768,1000,8.163E+04,3.23513E+05,4.468417E+06,5.07767E+05,999.5420987695907,2.6202396393985558e+08,2.0470622182801217e+06
Local,basic,20160513_21-33,physical,65536,1000,1.42311E+05,3.82811E+05,4.257967E+06,6.66404E+05,999.60097428508,5.2407879560597605e+08,2.047182795335844e+06
Local,basic,20160513_21-33,physical,131072,1000,1.1745E+05,5.65827E+05,4.363188E+06,9.35141E+05,999.5598648042907,1.0481144847970239e+09,2.0470986031191873e+06
Local,basic,20160513_21-33,physical,262144,1000,1.84186E+05,1.003962E+06,4.850476E+06,1.255844E+06,999.4551759950064,2.0960094212482796e+09,2.046884200437773e+06
Remote,basic,20160513_20-22,kvmBridgeBr0,16,1000,2.71842E+05,3.82204E+05,5.68723E+05,3.6226E+04,999.3622240177897,127918.36467427708,2.0466938347884333e+06
Remote,basic,20160513_20-22,kvmBridgeBr0,32,1000,2.72065E+05,3.97244E+05,5.28138E+05,3.5113E+04,999.3741599210844,255839.7849397976,2.0467182795183808e+06
Remote,basic,20160513_20-22,kvmBridgeBr0,64,1000,3.07668E+05,4.08319E+05,5.34842E+05,3.5618E+04,999.38795582748,511686.6333836698,2.046746533534679e+06
Remote,basic,20160513_20-22,kvmBridgeBr0,128,1000,2.83392E+05,3.6287E+05,6.91658E+05,3.8533E+04,999.4110470699618,1.0233969121996409e+06,2.0467938243992818e+06
Remote,basic,20160513_20-22,kvmBridgeBr0,256,1000,2.69528E+05,3.45228E+05,4.53588E+05,3.2714E+04,999.381374933865,2.0467330558645555e+06,2.0467330558645555e+06
Remote,basic,20160513_20-22,kvmBridgeBr0,512,1000,2.4324E+05,3.81476E+05,5.1156E+05,3.2555E+04,999.4099343830013,4.0935830912327734e+06,2.0467915456163867e+06
Remote,basic,20160513_20-22,kvmBridgeBr0,1024,1000,2.94333E+05,3.93897E+05,5.1329E+05,3.4041E+04,999.3081819435649,8.186332626481684e+06,2.046583156620421e+06
Remote,basic,20160513_20-22,kvmBridgeBr0,2048,1000,3.13151E+05,4.03789E+05,1.274675E+06,5.7177E+04,999.3911319461641,1.6374024305805953e+07,2.0467530382257442e+06
Remote,basic,20160513_20-22,kvmBridgeBr0,4096,1000,2.47554E+05,4.19382E+05,8.60555E+05,3.9608E+04,999.2317336869327,3.274282544945341e+07,2.046426590590838e+06
Remote,basic,20160513_20-22,kvmBridgeBr0,8192,1000,3.52619E+05,5.10296E+05,8.96474E+05,5.0287E+04,999.4231519457369,6.549819568591581e+07,2.0468186151848692e+06
Remote,basic,20160513_20-22,kvmBridgeBr0,16384,1000,4.17892E+05,5.74681E+05,1.470421E+06,6.7579E+04,999.4229142202937,1.3099636021268234e+08,2.0468181283231615e+06
Remote,basic,20160513_20-22,kvmBridgeBr0,32768,1000,4.4621E+05,5.92995E+05,1.144143E+06,7.15E+04,999.4879763025718,2.620097760598614e+08,2.0469513754676671e+06
Remote,basic,20160513_20-22,kvmBridgeBr0,65536,1000,6.98012E+05,8.02338E+05,1.167405E+06,5.6503E+04,999.482350100201,5.2401660236933416e+08,2.0469398530052116e+06
Remote,basic,20160513_20-22,kvmBridgeBr0,131072,1000,1.877567E+06,2.2172556E+07,2.8486123E+07,5.693249E+06,895.3568488727972,9.388497031636422e+08,1.8336908264914886e+06
Remote,basic,20160513_20-22,kvmBridgeBr0,262144,1000,3.346339E+06,2.5107473E+07,3.0229266E+07,3.581083E+06,448.5965929010714,9.407752419956677e+08,918725.8222613942
Remote,basic,20160513_20-22,kvmNetworkDefault,16,1000,2.92841E+05,3.86584E+05,5.4857E+05,3.6533E+04,999.1948597731383,127896.9420509617,2.0463510728153873e+06
Remote,basic,20160513_20-22,kvmNetworkDefault,32,1000,3.17825E+05,3.94551E+05,6.75465E+05,4.1033E+04,999.4693687190453,255864.1583920756,2.0469132671366048e+06
Remote,basic,20160513_20-22,kvmNetworkDefault,64,1000,2.9317E+05,4.05829E+05,4.137883E+06,1.61212E+05,999.3871198524278,511686.205364443,2.046744821457772e+06
Remote,basic,20160513_20-22,kvmNetworkDefault,128,1000,2.92453E+05,4.01416E+05,5.80064E+05,3.7299E+04,999.3139669644231,1.0232975021715693e+06,2.0465950043431385e+06
Remote,basic,20160513_20-22,kvmNetworkDefault,256,1000,2.79922E+05,4.17466E+05,5.88459E+05,4.0363E+04,999.1105927494449,2.0461784939508631e+06,2.0461784939508631e+06
Remote,basic,20160513_20-22,kvmNetworkDefault,512,1000,3.04449E+05,3.92375E+05,5.4448E+05,4.2228E+04,999.2315789250277,4.0928525472769137e+06,2.0464262736384568e+06
Remote,basic,20160513_20-22,kvmNetworkDefault,1024,1000,3.08554E+05,4.1128E+05,5.65594E+05,3.796E+04,999.1816502448165,8.185296078805537e+06,2.0463240197013842e+06
Remote,basic,20160513_20-22,kvmNetworkDefault,2048,1000,3.34793E+05,4.19631E+05,1.412321E+06,5.7929E+04,999.2521367180809,1.6371747007989038e+07,2.0464683759986297e+06
Remote,basic,20160513_20-22,kvmNetworkDefault,4096,1000,2.88875E+05,4.18052E+05,8.13314E+05,3.7368E+04,999.357275360639,3.274693919901742e+07,2.0466836999385888e+06
Remote,basic,20160513_20-22,kvmNetworkDefault,8192,1000,3.77207E+05,5.38148E+05,9.08868E+05,4.3106E+04,999.2735241508482,6.5488389678749986e+07,2.046512177460937e+06
Remote,basic,20160513_20-22,kvmNetworkDefault,16384,1000,4.0699E+05,5.72464E+05,1.12212E+06,6.3271E+04,999.3516236646212,1.3098701601696923e+08,2.0466721252651443e+06
Remote,basic,20160513_20-22,kvmNetworkDefault,32768,1000,4.46587E+05,5.68302E+05,1.159612E+06,7.7625E+04,999.3055226339903,2.6196194692536476e+08,2.0465777103544122e+06
Remote,basic,20160513_20-22,kvmNetworkDefault,65536,1000,7.22885E+05,8.06083E+05,2.170377E+06,1.18521E+05,999.0576508595185,5.2379393765383524e+08,2.046070068960294e+06
Remote,basic,20160513_20-22,kvmNetworkDefault,131072,1000,3.208921E+06,2.3523885E+07,2.9841468E+07,5.629718E+06,894.0049949829199,9.374321816192102e+08,1.83092222972502e+06
Remote,basic,20160513_20-22,kvmNetworkDefault,262144,1000,3.774632E+06,2.5696757E+07,3.0656935E+07,3.622187E+06,447.695382474526,9.388852667472172e+08,916880.1433078293
Remote,basic,20160513_20-22,lxcBridgeBr0,16,1000,2.22137E+05,3.12464E+05,4.33134E+05,3.555E+04,999.2955985311866,127909.83661199188,2.04655738579187e+06
Remote,basic,20160513_20-22,lxcBridgeBr0,32,1000,1.83269E+05,3.01643E+05,5.08555E+05,3.2557E+04,999.3324429301255,255829.10539011212,2.046632843120897e+06
Remote,basic,20160513_20-22,lxcBridgeBr0,64,1000,1.70303E+05,2.8611E+05,4.00239E+05,3.0814E+04,999.3717928922445,511678.35796082916,2.0467134318433166e+06
Remote,basic,20160513_20-22,lxcBridgeBr0,128,1000,1.97911E+05,3.20616E+05,5.55969E+05,3.9293E+04,999.350120617862,1.0233345235126907e+06,2.0466690470253814e+06
Remote,basic,20160513_20-22,lxcBridgeBr0,256,1000,2.45761E+05,3.1458E+05,5.3023E+05,3.3797E+04,998.1997915948494,2.0443131731862517e+06,2.0443131731862517e+06
Remote,basic,20160513_20-22,lxcBridgeBr0,512,1000,2.1808E+05,3.1207E+05,4.13224E+05,3.0466E+04,999.342716306002,4.093307765989384e+06,2.046653882994692e+06
Remote,basic,20160513_20-22,lxcBridgeBr0,1024,1000,2.13788E+05,3.13407E+05,5.33068E+05,3.6525E+04,999.3765229661233,8.186892476138482e+06,2.0467231190346205e+06
Remote,basic,20160513_20-22,lxcBridgeBr0,2048,1000,2.37149E+05,3.02479E+05,6.84491E+05,3.17E+04,999.320311290955,1.6372863980191007e+07,2.046607997523876e+06
Remote,basic,20160513_20-22,lxcBridgeBr0,4096,1000,2.63219E+05,3.26222E+05,6.24266E+05,2.9731E+04,999.5118374190928,3.2752003888548832e+07,2.047000243034302e+06
Remote,basic,20160513_20-22,lxcBridgeBr0,8192,1000,3.1586E+05,3.90861E+05,6.98E+05,3.1036E+04,999.4772943640706,6.5501743963443734e+07,2.0469294988576167e+06
Remote,basic,20160513_20-22,lxcBridgeBr0,16384,1000,4.34203E+05,4.87836E+05,8.41162E+05,3.511E+04,999.3106325553061,1.3098164323028909e+08,2.046588175473267e+06
Remote,basic,20160513_20-22,lxcBridgeBr0,32768,1000,4.69582E+05,5.20965E+05,9.01674E+05,4.0262E+04,999.5210844699817,2.6201845516729888e+08,2.0470191809945225e+06
Remote,basic,20160513_20-22,lxcBridgeBr0,65536,1000,6.9534E+05,7.85412E+05,1.200423E+06,4.8974E+04,999.409685676829,5.239785052841333e+08,2.0467910362661458e+06
Remote,basic,20160513_20-22,lxcBridgeBr0,131072,1000,1.955494E+06,2.1333313E+07,2.7292433E+07,5.195735E+06,894.9202104085567,9.383918545493628e+08,1.8327965909167242e+06
Remote,basic,20160513_20-22,lxcBridgeBr0,262144,1000,3.544274E+06,2.644796E+07,3.1853096E+07,3.851484E+06,448.613378463564,9.408104438716202e+08,918760.1990933791
Remote,basic,20160513_20-22,lxcNetworkDefault,16,1000,2.49656E+05,3.25681E+05,6.38747E+05,3.8274E+04,999.2889030187451,127908.97958639938,2.04654367338239e+06
Remote,basic,20160513_20-22,lxcNetworkDefault,32,1000,2.22307E+05,3.28573E+05,6.54759E+05,4.3782E+04,999.5326874830884,255880.36799567062,2.047042943965365e+06
Remote,basic,20160513_20-22,lxcNetworkDefault,64,1000,1.64344E+05,3.21625E+05,4.30063E+05,3.5874E+04,999.4758768491321,511731.6489467556,2.0469265957870225e+06
Remote,basic,20160513_20-22,lxcNetworkDefault,128,1000,1.62861E+05,2.55666E+05,4.38374E+05,3.1958E+04,999.4620315658135,1.023449120323393e+06,2.046898240646786e+06
Remote,basic,20160513_20-22,lxcNetworkDefault,256,1000,1.89117E+05,3.16511E+05,4.04626E+05,3.1812E+04,999.4594153897823,2.0468928827182741e+06,2.0468928827182741e+06
Remote,basic,20160513_20-22,lxcNetworkDefault,512,1000,2.24962E+05,3.33214E+05,5.50032E+05,3.6698E+04,999.3679836972221,4.093411261223822e+06,2.046705630611911e+06
Remote,basic,20160513_20-22,lxcNetworkDefault,1024,1000,1.96619E+05,3.32684E+05,4.63086E+05,3.2604E+04,999.3168550061156,8.186403676210099e+06,2.0466009190525247e+06
Remote,basic,20160513_20-22,lxcNetworkDefault,2048,1000,1.88395E+05,2.68746E+05,6.60961E+05,3.5772E+04,999.4409976583946,1.6374841305635137e+07,2.0468551632043922e+06
Remote,basic,20160513_20-22,lxcNetworkDefault,4096,1000,3.29614E+05,3.97282E+05,7.31279E+05,3.7262E+04,999.2584173529547,3.274369981982162e+07,2.0464812387388512e+06
Remote,basic,20160513_20-22,lxcNetworkDefault,8192,1000,2.5925E+05,3.77921E+05,7.59396E+05,3.5297E+04,999.3415258738696,6.549284623966992e+07,2.046651444989685e+06
Remote,basic,20160513_20-22,lxcNetworkDefault,16384,1000,3.80316E+05,5.68322E+05,8.76095E+05,4.093E+04,999.3997954618384,1.3099332999077408e+08,2.046770781105845e+06
Remote,basic,20160513_20-22,lxcNetworkDefault,32768,1000,4.48906E+05,5.36648E+05,9.87311E+05,4.5191E+04,999.2977215416369,2.6195990191581085e+08,2.0465617337172723e+06
Remote,basic,20160513_20-22,lxcNetworkDefault,65536,1000,7.23003E+05,8.26408E+05,2.297798E+06,8.6252E+04,999.2279355440945,5.238832158705422e+08,2.0464188119943056e+06
Remote,basic,20160513_20-22,lxcNetworkDefault,131072,1000,2.74555E+06,2.2934471E+07,2.9439137E+07,5.689644E+06,893.5127378840846,9.369160126395419e+08,1.8299140871866052e+06
Remote,basic,20160513_20-22,lxcNetworkDefault,262144,1000,4.218515E+06,2.5883755E+07,3.0963896E+07,3.765739E+06,447.5568612768395,9.385947667404466e+08,916596.4518949674
Remote,basic,20160513_20-22,physical,16,1000,1.58186E+05,2.48172E+05,1.203581E+06,4.7281E+04,999.3113036295662,127911.84686458447,2.0465895498333515e+06
Remote,basic,20160513_20-22,physical,32,1000,1.29789E+05,1.99063E+05,3.2125E+05,2.3077E+04,999.4019159186338,255846.89047517025,2.046775123801362e+06
Remote,basic,20160513_20-22,physical,64,1000,1.3082E+05,2.423E+05,3.26927E+05,2.6593E+04,999.4581617478552,511722.5788149019,2.0468903152596075e+06
Remote,basic,20160513_20-22,physical,128,1000,1.69134E+05,2.40842E+05,5.09211E+05,2.9242E+04,999.577551538126,1.0235674127750411e+06,2.0471348255500821e+06
Remote,basic,20160513_20-22,physical,256,1000,1.61446E+05,2.60875E+05,5.04127E+05,3.5377E+04,999.4726892033758,2.0469200674885137e+06,2.0469200674885137e+06
Remote,basic,20160513_20-22,physical,512,1000,1.46818E+05,1.82389E+05,4.9645E+05,2.8703E+04,999.4403583741266,4.0937077079004226e+06,2.0468538539502113e+06
Remote,basic,20160513_20-22,physical,1024,1000,1.43026E+05,2.34289E+05,3.579211E+06,1.44666E+05,999.4004227086015,8.187088262828863e+06,2.0467720657072158e+06
Remote,basic,20160513_20-22,physical,2048,1000,1.66285E+05,2.31901E+05,2.485256E+06,8.6224E+04,999.5399847114562,1.6376463109512499e+07,2.0470578886890623e+06
Remote,basic,20160513_20-22,physical,4096,1000,1.91374E+05,2.90686E+05,2.971488E+06,1.40574E+05,999.4342073026012,3.2749460104891635e+07,2.0468412565557272e+06
Remote,basic,20160513_20-22,physical,8192,1000,2.58606E+05,3.75989E+05,3.019096E+06,1.74727E+05,999.409503891673,6.549730124704468e+07,2.0467906639701463e+06
Remote,basic,20160513_20-22,physical,16384,1000,3.51374E+05,4.58709E+05,3.211902E+06,2.36219E+05,999.5299490517995,1.3101038948211746e+08,2.0470373356580853e+06
Remote,basic,20160513_20-22,physical,32768,1000,3.98389E+05,5.11639E+05,3.134576E+06,3.20054E+05,999.5090901108829,2.6201531091802728e+08,2.0469946165470881e+06
Remote,basic,20160513_20-22,physical,65536,1000,6.68606E+05,8.27312E+05,3.371344E+06,4.2921E+05,999.3942801189455,5.239704283350017e+08,2.0467594856836004e+06
Remote,basic,20160513_20-22,physical,131072,1000,1.859123E+06,2.3149886E+07,3.2471218E+07,5.213081E+06,892.2289427810895,9.355698559056237e+08,1.8272848748156712e+06
Remote,basic,20160513_20-22,physical,262144,1000,3.155463E+06,2.5064282E+07,3.2660604E+07,3.648999E+06,447.32566707797963,9.381099173639191e+08,916122.9661757023
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,16,1000,1.66162E+05,3.14918E+05,5.50407E+05,6.6327E+04,999.5003437811419,127936.04400398616,2.0469767040637785e+06
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,32,1000,1.30804E+05,2.84221E+05,4.95998E+05,7.4656E+04,999.6158486289877,255901.65724902085,2.0472132579921668e+06
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,64,1000,1.82236E+05,3.07975E+05,4.67666E+05,4.0892E+04,999.4677913968235,511727.5091951736,2.0469100367806945e+06
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,128,1000,1.9844E+05,3.45585E+05,4.70996E+05,4.1284E+04,999.4878204623067,1.023475528153402e+06,2.046951056306804e+06
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,256,1000,1.41799E+05,3.58994E+05,5.18755E+05,5.1177E+04,999.5221894120955,2.0470214439159716e+06,2.0470214439159716e+06
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,512,1000,1.62834E+05,2.72719E+05,4.54344E+05,4.874E+04,999.4892739743597,4.093908066198977e+06,2.0469540330994886e+06
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,1024,1000,1.52461E+05,3.16142E+05,8.42E+05,5.1947E+04,999.5348214917518,8.188189257660431e+06,2.0470473144151077e+06
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,2048,1000,2.1568E+05,3.38349E+05,1.351058E+06,5.3012E+04,999.4478859982648,1.6374954164195571e+07,2.0468692705244464e+06
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,4096,1000,1.74233E+05,3.26913E+05,1.354575E+06,5.7822E+04,999.4046256817472,3.2748490774339493e+07,2.0467806733962183e+06
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,8192,1000,1.94227E+05,3.50111E+05,1.492748E+06,6.4809E+04,999.4670511858949,6.550107266651881e+07,2.0469085208287127e+06
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,16384,1000,1.72414E+05,3.34668E+05,1.413737E+06,8.8394E+04,999.498759368167,1.3100630138790439e+08,2.046973459186006e+06
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,32768,1000,1.8064E+05,3.0098E+05,1.487554E+06,1.15117E+05,999.4407029882008,2.619973836441389e+08,2.0468545597198352e+06
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,65536,1000,1.97466E+05,3.57126E+05,1.402734E+06,1.43267E+05,999.320894497689,5.2393195313440436e+08,2.046609191931267e+06
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,131072,1000,2.37247E+05,4.0731E+05,1.573524E+06,2.05443E+05,999.4206488423345,1.0479685062804997e+09,2.046813488829101e+06
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,262144,1000,2.99056E+05,5.13295E+05,1.796622E+06,2.82816E+05,999.3579664718719,2.0958055581024191e+09,2.0466851153343937e+06
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,16,1000,1.15712E+05,1.94208E+05,2.99845E+05,3.6665E+04,999.4847895786073,127934.05306606174,2.0469448490569878e+06
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,32,1000,1.0189E+05,1.99288E+05,3.591653E+06,1.43191E+05,999.5846965486169,255893.68231644592,2.0471494585315674e+06
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,64,1000,1.22311E+05,2.35731E+05,1.697796E+06,6.1379E+04,999.6967629805818,511844.74264605786,2.0473789705842314e+06
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,128,1000,8.4423E+04,2.08402E+05,3.45686E+05,5.3359E+04,999.5621118300496,1.0235516025139708e+06,2.0471032050279416e+06
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,256,1000,8.7648E+04,2.08427E+05,2.86876E+05,2.2168E+04,999.6541406600686,2.0472916800718205e+06,2.0472916800718205e+06
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,512,1000,1.38207E+05,2.6148E+05,5.79382E+05,3.2804E+04,999.5578705649023,4.0941890378338397e+06,2.0470945189169198e+06
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,1024,1000,8.8828E+04,1.95407E+05,7.112072E+06,3.7297E+05,999.7119280093845,8.189640114252877e+06,2.0474100285632194e+06
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,2048,1000,1.07801E+05,2.51692E+05,1.046592E+06,5.3243E+04,999.5978667761852,1.6377411449261019e+07,2.0471764311576274e+06
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,4096,1000,1.31145E+05,2.35235E+05,1.115188E+06,4.3586E+04,999.5428940414114,3.275302155194897e+07,2.0470638469968105e+06
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,8192,1000,1.17469E+05,2.10629E+05,1.476795E+06,7.2576E+04,999.6049141545197,6.5510107654030606e+07,2.0471908641884564e+06
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,16384,1000,1.03484E+05,2.66854E+05,1.133324E+06,7.2742E+04,999.6373575572495,1.3102446772974381e+08,2.047257308277247e+06
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,32768,1000,1.42107E+05,2.29224E+05,1.094004E+06,8.717E+04,999.6112032217294,2.6204207925735703e+08,2.0472037441981018e+06
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,65536,1000,1.37526E+05,2.69151E+05,1.152875E+06,1.22675E+05,999.7333171387199,5.241481813760252e+08,2.0474538335000984e+06
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,131072,1000,1.69546E+05,3.10935E+05,1.246753E+06,1.72317E+05,999.6840828351947,1.0482447368429971e+09,2.0473530016464787e+06
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,262144,1000,1.94519E+05,3.93983E+05,1.317413E+06,2.38921E+05,999.5891178935008,2.096290317768591e+09,2.0471585134458896e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,16,1000,2.17698E+05,3.80231E+05,8.37632E+05,4.0525E+04,999.2908332743502,127909.22665911683,2.0465476265458693e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,32,1000,2.2658E+05,3.74423E+05,7.15739E+05,4.054E+04,999.439956824114,255856.6289469732,2.0468530315757855e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,64,1000,2.22163E+05,3.44911E+05,4.69808E+05,3.4439E+04,999.2156157416428,511598.3952597211,2.0463935810388844e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,128,1000,1.95946E+05,3.36134E+05,8.35111E+05,4.4637E+04,999.3623778214409,1.0233470748891555e+06,2.046694149778311e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,256,1000,2.23905E+05,3.74438E+05,5.58659E+05,3.7246E+04,999.2846770532016,2.0465350186049568e+06,2.0465350186049568e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,512,1000,2.98877E+05,3.98575E+05,5.51487E+05,3.8245E+04,999.1802695093536,4.0926423839103123e+06,2.0463211919551562e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,1024,1000,2.00412E+05,3.5802E+05,5.06458E+05,6.1905E+04,999.3425275544093,8.186613985725721e+06,2.0466534964314303e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,2048,1000,2.15427E+05,3.5629E+05,1.420701E+06,6.0677E+04,996.4352876337255,1.6325595752590958e+07,2.0406994690738698e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,4096,1000,2.19236E+05,3.71632E+05,8.31156E+05,4.6274E+04,999.3028643371755,3.2745156258600567e+07,2.0465722661625354e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,8192,1000,3.35214E+05,4.59001E+05,8.86827E+05,4.3705E+04,999.2939578477283,6.548972882150872e+07,2.0465540256721475e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,16384,1000,3.99719E+05,5.045E+05,1.051097E+06,5.1969E+04,998.279797196704,1.3084652957816638e+08,2.0444770246588497e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,32768,1000,4.41136E+05,5.69284E+05,1.148657E+06,6.8536E+04,999.24112233268,2.6194506477277806e+08,2.0464458185373286e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,65536,1000,7.20516E+05,8.31003E+05,1.251738E+06,4.6964E+04,999.3948933757231,5.239707498581711e+08,2.0467607416334809e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,131072,1000,1.664409E+06,2.3184965E+07,3.0008054E+07,6.133574E+06,894.1753713178578,9.37610834154994e+08,1.8312711604589727e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,262144,1000,2.864695E+06,2.5318611E+07,3.0741064E+07,3.498704E+06,448.7043618923444,9.410012499512539e+08,918946.5331555214
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,16,1000,1.42057E+05,2.709E+05,3.87355E+05,2.984E+04,999.4839694250377,127933.94808640482,2.0469431693824772e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,32,1000,1.67537E+05,2.57749E+05,4.95966E+05,3.0813E+04,999.4189927656506,255851.26214800656,2.0468100971840525e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,64,1000,1.6946E+05,2.59359E+05,3.85288E+05,2.7479E+04,999.4889682869377,511738.3517629121,2.0469534070516485e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,128,1000,1.54558E+05,2.7123E+05,5.67725E+05,3.8887E+04,999.4409457165175,1.0234275284137139e+06,2.0468550568274278e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,256,1000,1.65283E+05,2.66672E+05,9.73544E+05,3.5881E+04,999.473646194231,2.0469220274057852e+06,2.0469220274057852e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,512,1000,1.79614E+05,2.84045E+05,4.39087E+05,3.5635E+04,999.4511693804558,4.093751989782347e+06,2.0468759948911734e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,1024,1000,1.63589E+05,2.67375E+05,5.48962E+05,3.0676E+04,999.5392933484492,8.188225891110496e+06,2.047056472777624e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,2048,1000,1.63611E+05,2.8128E+05,6.80873E+05,3.711E+04,999.5745271042399,1.6377029052075867e+07,2.0471286315094833e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,4096,1000,2.35038E+05,3.42139E+05,6.63822E+05,4.3096E+04,999.3629261218558,3.274712436316097e+07,2.0466952726975607e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,8192,1000,2.66021E+05,3.58023E+05,8.56412E+05,4.3455E+04,999.4408388361331,6.549935481396482e+07,2.0468548379364007e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,16384,1000,3.37217E+05,4.55877E+05,8.18703E+05,4.6475E+04,999.4046106996034,1.3099396113361841e+08,2.0467806427127877e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,32768,1000,4.19464E+05,4.92918E+05,8.81787E+05,5.1932E+04,999.3729354566641,2.6197961879235175e+08,2.046715771815248e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,65536,1000,6.70969E+05,7.89853E+05,1.187625E+06,4.809E+04,999.4663049824655,5.240081901066469e+08,2.0469069926040894e+06
