Location,Test,timestamp,Deployment,RequestPeriod(ns),NumValidRtt(ns),MinRtt(ns),AvgRtt(ns),MaxRtt(ns),StdRtt(ns),Tps,TxBandwidth(bps),RxBandwidth(bps)
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,1E+06,1000,8.0541E+04,2.67828E+05,8.395904E+06,6.29369E+05,999.6050300628915,1.0235955507844009e+06,2.0471911015688018e+06
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,3E+05,1000,9.1476E+04,1.59305E+05,4.03422E+05,2.7366E+04,3329.420986222773,3.4093270898921196e+06,6.818654179784239e+06
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,1E+05,1000,3.4816E+04,8.737E+04,2.25977E+05,3.2974E+04,8860.698870788105,9.07335564368702e+06,1.814671128737404e+07
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,3E+04,1000,3.3208E+04,6.7086E+04,1.90152E+05,2.5241E+04,11857.68618479362,1.2142270653228667e+07,2.4284541306457333e+07
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,1E+04,1000,4.0762E+04,8.3577E+04,3.99778E+05,3.2571E+04,13586.970920974618,1.3913058223078009e+07,2.7826116446156017e+07
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,3E+03,1000,3.3972E+04,5.8067E+04,5.36036E+05,3.8004E+04,15649.098633827429,1.6024677001039287e+07,3.2049354002078574e+07
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,1E+03,1000,3.8973E+04,1.09536E+05,1.319234E+06,1.12153E+05,15215.705602632781,1.5580882537095968e+07,3.1161765074191935e+07
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,3E+02,1000,3.4698E+04,8.2361E+04,6.9864E+05,3.9E+04,15493.96679652212,1.586582199963865e+07,3.17316439992773e+07
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,1E+02,1000,4.7029E+04,8.563E+04,4.2943E+05,2.864E+04,14987.45362788176,1.5347152514950922e+07,3.0694305029901844e+07
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,3E+01,1000,3.8993E+04,8.2361E+04,2.87429E+05,2.7835E+04,15146.819637427549,1.551034330872581e+07,3.102068661745162e+07
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,1E+01,1000,4.2156E+04,7.8823E+04,3.45576E+05,2.5893E+04,15202.823991448839,1.556769176724361e+07,3.113538353448722e+07
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,3E+00,1000,3.5116E+04,6.0108E+04,2.30307E+05,2.3006E+04,15805.182538320534,1.6184506919240227e+07,3.2369013838480454e+07
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,1E+00,1000,3.9499E+04,8.9699E+04,3.00501E+05,2.3366E+04,14914.091848136364,1.5272030052491637e+07,3.0544060104983274e+07
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,0E+00,1000,1.752412E+06,5.042846E+06,8.974616E+06,2.194224E+06,92199.21780027603,9.441199902748266e+07,1.8882399805496532e+08
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,1E+07,1000,2.2837E+05,4.52816E+05,5.65424E+05,3.8493E+04,99.99246663755825,102392.28583685965,204784.5716737193
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,3E+06,1000,2.55885E+05,4.50532E+05,2.243649E+06,6.8501E+04,333.2440791275629,341241.9370266244,682483.8740532488
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,1E+06,1000,2.55553E+05,3.76772E+05,5.69995E+05,5.454E+04,999.3717289726336,1.0233566504679768e+06,2.0467133009359536e+06
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,3E+05,1000,1.60879E+05,3.17123E+05,6.5187E+05,4.3222E+04,3326.452046131756,3.4062868952389183e+06,6.8125737904778365e+06
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,1E+05,1000,1.06215E+05,1.97112E+05,4.53424E+05,5.2463E+04,9640.83307749776,9.872213071357707e+06,1.9744426142715413e+07
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,3E+04,1000,8.9902E+04,2.32959E+05,1.752311E+06,1.82941E+05,10678.65614921551,1.0934943896796683e+07,2.1869887793593366e+07
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,1E+04,1000,7.5563E+04,1.57211E+05,5.62064E+05,6.4744E+04,14780.733727446817,1.513547133690554e+07,3.027094267381108e+07
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,3E+03,1000,7.564E+04,1.37185E+05,4.9477E+05,4.3403E+04,15800.40373823648,1.6179613427954156e+07,3.2359226855908312e+07
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,1E+03,1000,8.2343E+04,1.77884E+05,1.215543E+06,1.09393E+05,13579.731587914137,1.3905645146024076e+07,2.7811290292048153e+07
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,3E+02,1000,7.6622E+04,1.34681E+05,4.25077E+05,4.4063E+04,16035.74482979925,1.6420602705714433e+07,3.2841205411428865e+07
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,1E+02,1000,8.3528E+04,1.40189E+05,4.15553E+05,3.9445E+04,14665.18495503955,1.5017149393960498e+07,3.0034298787920997e+07
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,3E+01,1000,8.2211E+04,1.47237E+05,4.55464E+05,4.4991E+04,14556.523219845292,1.490587977712158e+07,2.981175955424316e+07
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,1E+01,1000,7.4093E+04,1.33924E+05,4.61856E+05,4.1472E+04,16306.253087690937,1.669760316179552e+07,3.339520632359104e+07
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,3E+00,1000,8.6925E+04,1.50014E+05,5.18122E+05,4.7052E+04,14277.304137731213,1.4619959437036762e+07,2.9239918874073524e+07
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,1E+00,1000,7.5752E+04,1.34916E+05,4.04116E+05,4.0023E+04,15973.074252624647,1.6356428034687638e+07,3.2712856069375277e+07
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,0E+00,1000,4.738541E+06,6.412675E+06,9.581559E+06,1.518613E+06,67295.99639293458,6.891110030636501e+07,1.3782220061273003e+08
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,1E+07,1000,1.8912E+05,3.73505E+05,6.228089E+06,2.35769E+05,99.9934801451128,102393.3236685955,204786.647337191
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,3E+06,1000,1.50223E+05,3.15616E+05,5.688801E+06,1.92316E+05,333.2710483071152,341269.553466486,682539.106932972
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,1E+06,1000,1.32755E+05,2.70344E+05,7.342372E+06,3.82106E+05,999.3317628394974,1.0233157251476453e+06,2.0466314502952907e+06
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,3E+05,1000,1.61968E+05,2.91563E+05,5.47789E+05,4.7479E+04,3323.748926611903,3.4035189008505885e+06,6.807037801701177e+06
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,1E+05,1000,8.1384E+04,1.61057E+05,4.65395E+05,4.5289E+04,8646.859375071066,8.854384000072772e+06,1.7708768000145543e+07
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,3E+04,1000,6.7777E+04,1.42386E+05,1.327579E+06,1.35707E+05,13322.83351941779,1.3642581523883818e+07,2.7285163047767635e+07
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,1E+04,1000,7.9538E+04,1.26426E+05,4.93971E+05,3.9642E+04,12839.413919272827,1.3147559853335375e+07,2.629511970667075e+07
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,3E+03,1000,6.9809E+04,9.7628E+04,4.29411E+05,3.1177E+04,15736.77165007998,1.61144541696819e+07,3.22289083393638e+07
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,1E+03,1000,6.8799E+04,1.20572E+05,4.49305E+05,4.0372E+04,13627.92157256512,1.3954991690306682e+07,2.7909983380613364e+07
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,3E+02,1000,7.1496E+04,1.0796E+05,6.70979E+05,4.3306E+04,14628.911902702988,1.498000578836786e+07,2.996001157673572e+07
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,1E+02,1000,6.9881E+04,9.5617E+04,3.0534E+05,2.6606E+04,16115.17658518989,1.6501940823234448e+07,3.3003881646468896e+07
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,3E+01,1000,7.4589E+04,1.09714E+05,3.8759E+05,3.365E+04,14397.850089988002,1.4743398492147714e+07,2.9486796984295428e+07
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,1E+01,1000,7.1314E+04,1.106E+05,4.12795E+05,3.5348E+04,14664.481717548679,1.5016429278769847e+07,3.0032858557539694e+07
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,3E+00,1000,7.1064E+04,9.6328E+04,3.84352E+05,3.04E+04,15615.94641106902,1.5990729124934677e+07,3.1981458249869354e+07
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,1E+00,1000,7.1375E+04,1.08149E+05,1.224043E+06,7.9626E+04,14898.6811463969,1.5256249493910426e+07,3.0512498987820853e+07
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,0E+00,1000,2.5521E+05,5.021066E+06,1.0629748E+07,2.988645E+06,81541.30682827719,8.349829819215584e+07,1.6699659638431168e+08
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,1E+07,1000,3.60721E+05,4.53066E+05,1.050365E+06,3.2823E+04,99.99112390792004,102390.91088171012,204781.82176342024
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,3E+06,1000,3.11378E+05,4.57721E+05,8.68759E+05,4.2111E+04,333.25512635330125,341253.2493857805,682506.498771561
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,1E+06,1000,2.44433E+05,3.82934E+05,4.90103E+05,3.0004E+04,999.5063028572604,1.0234944541258346e+06,2.0469889082516693e+06
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,3E+05,1000,1.67825E+05,2.73077E+05,6.69883E+05,5.8239E+04,3324.7605822449736,3.404554836218853e+06,6.809109672437706e+06
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,1E+05,1000,2.07951E+06,4.9113533E+07,6.6237191E+07,1.8309117E+07,5703.041109601928,5.839914096232374e+06,1.1679828192464748e+07
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,3E+04,1000,1.7075326E+07,5.4710731E+07,7.3195562E+07,1.478069E+07,6967.066072540353,7.134275658281322e+06,1.4268551316562643e+07
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,1E+04,1000,2.1052577E+07,7.2997295E+07,9.4091529E+07,1.6954263E+07,6091.7314486263485,6.237933003393381e+06,1.2475866006786762e+07
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,3E+03,1000,1.0605213E+07,6.8687209E+07,9.3998789E+07,1.9125889E+07,6280.066524995902,6.430788121595804e+06,1.2861576243191607e+07
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,1E+03,1000,2.2222851E+07,9.8083313E+07,1.3638721E+08,2.5625471E+07,4897.552698793476,5.01509396356452e+06,1.003018792712904e+07
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,3E+02,1000,1.2301516E+07,8.3550112E+07,1.16608341E+08,2.3296371E+07,5594.292206317967,5.728555219269598e+06,1.1457110438539196e+07
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,1E+02,1000,1.5369449E+07,7.1488788E+07,9.5717674E+07,1.8323266E+07,6340.091792990195,6.49225399602196e+06,1.298450799204392e+07
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,3E+01,1000,1.2701085E+07,7.2501313E+07,9.7496589E+07,1.7715151E+07,6291.153699886942,6.442141388684229e+06,1.2884282777368458e+07
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,1E+01,1000,1.827137E+07,5.5417707E+07,7.7476951E+07,1.521574E+07,6885.607691785657,7.050862276388513e+06,1.4101724552777026e+07
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,3E+00,1000,1.7254687E+07,6.0330257E+07,8.6614355E+07,1.7726879E+07,6739.574984474209,6.90132478410159e+06,1.380264956820318e+07
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,1E+00,1000,1.4335274E+07,7.5521932E+07,1.04126394E+08,2.0252193E+07,5999.793463109826,6.143788506224462e+06,1.2287577012448924e+07
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,0E+00,1000,2.39729E+06,6.4633972E+07,1.24361006E+08,3.462367E+07,7908.321798914185,8.098121522088125e+06,1.619624304417625e+07
