16	1000 	 249.656µs 	 325.681µs 	 638.747µs 	 38.274µs 	 999.2889030187451 	 127908.97958639938 	 2.04654367338239e+06
32	1000 	 222.307µs 	 328.573µs 	 654.759µs 	 43.782µs 	 999.5326874830884 	 255880.36799567062 	 2.047042943965365e+06
64	1000 	 164.344µs 	 321.625µs 	 430.063µs 	 35.874µs 	 999.4758768491321 	 511731.6489467556 	 2.0469265957870225e+06
128	1000 	 162.861µs 	 255.666µs 	 438.374µs 	 31.958µs 	 999.4620315658135 	 1.023449120323393e+06 	 2.046898240646786e+06
256	1000 	 189.117µs 	 316.511µs 	 404.626µs 	 31.812µs 	 999.4594153897823 	 2.0468928827182741e+06 	 2.0468928827182741e+06
512	1000 	 224.962µs 	 333.214µs 	 550.032µs 	 36.698µs 	 999.3679836972221 	 4.093411261223822e+06 	 2.046705630611911e+06
1024	1000 	 196.619µs 	 332.684µs 	 463.086µs 	 32.604µs 	 999.3168550061156 	 8.186403676210099e+06 	 2.0466009190525247e+06
2048	1000 	 188.395µs 	 268.746µs 	 660.961µs 	 35.772µs 	 999.4409976583946 	 1.6374841305635137e+07 	 2.0468551632043922e+06
4096	1000 	 329.614µs 	 397.282µs 	 731.279µs 	 37.262µs 	 999.2584173529547 	 3.274369981982162e+07 	 2.0464812387388512e+06
8192	1000 	 259.25µs 	 377.921µs 	 759.396µs 	 35.297µs 	 999.3415258738696 	 6.549284623966992e+07 	 2.046651444989685e+06
16384	1000 	 380.316µs 	 568.322µs 	 876.095µs 	 40.93µs 	 999.3997954618384 	 1.3099332999077408e+08 	 2.046770781105845e+06
32768	1000 	 448.906µs 	 536.648µs 	 987.311µs 	 45.191µs 	 999.2977215416369 	 2.6195990191581085e+08 	 2.0465617337172723e+06
65536	1000 	 723.003µs 	 826.408µs 	 2.297798ms 	 86.252µs 	 999.2279355440945 	 5.238832158705422e+08 	 2.0464188119943056e+06
131072	1000 	 2.74555ms 	 22.934471ms 	 29.439137ms 	 5.689644ms 	 893.5127378840846 	 9.369160126395419e+08 	 1.8299140871866052e+06
262144	1000 	 4.218515ms 	 25.883755ms 	 30.963896ms 	 3.765739ms 	 447.5568612768395 	 9.385947667404466e+08 	 916596.4518949674
