10ms	1000 	 167.913µs 	 309.054µs 	 427.043µs 	 33.687µs 	 99.99278163108612 	 102392.60839023218 	 204785.21678046437
3ms	1000 	 261.94µs 	 363.946µs 	 469.604µs 	 32.859µs 	 333.2568479984917 	 341255.0123504555 	 682510.024700911
1ms	1000 	 170.901µs 	 225.165µs 	 374.816µs 	 24.491µs 	 999.4202353220695 	 1.0234063209697992e+06 	 2.0468126419395984e+06
300us	1000 	 160.781µs 	 328.482µs 	 449.621µs 	 34.658µs 	 3325.4744612373884 	 3.4052858483070857e+06 	 6.810571696614171e+06
100us	1000 	 75.979µs 	 127.802µs 	 355.586µs 	 33.802µs 	 9853.977552619426 	 1.0090473013882292e+07 	 2.0180946027764585e+07
30us	1000 	 84.589µs 	 136.772µs 	 465.71µs 	 38.764µs 	 11437.121166805951 	 1.1711612074809294e+07 	 2.342322414961859e+07
10us	1000 	 73.787µs 	 92.673µs 	 294.364µs 	 19.974µs 	 16158.844544369304 	 1.6546656813434167e+07 	 3.3093313626868334e+07
3us	1000 	 73µs 	 95.907µs 	 374.624µs 	 25.798µs 	 16160.919054659282 	 1.6548781111971105e+07 	 3.309756222394221e+07
1us	1000 	 75.59µs 	 130.311µs 	 1.148694ms 	 108.882µs 	 16236.710191820333 	 1.6626391236424021e+07 	 3.3252782472848043e+07
300ns	1000 	 72.481µs 	 96.772µs 	 340.346µs 	 27.108µs 	 16750.979371135403 	 1.7153002876042653e+07 	 3.4306005752085306e+07
100ns	1000 	 79.271µs 	 117.795µs 	 348.835µs 	 36.077µs 	 15970.884183763483 	 1.6354185404173806e+07 	 3.2708370808347613e+07
30ns	1000 	 76.791µs 	 102.906µs 	 1.052274ms 	 43.96µs 	 15724.328865595498 	 1.610171275836979e+07 	 3.220342551673958e+07
10ns	1000 	 74.642µs 	 95.192µs 	 383.569µs 	 29.781µs 	 16497.94819967625 	 1.689389895646848e+07 	 3.378779791293696e+07
3ns	1000 	 74.453µs 	 115.641µs 	 1.057428ms 	 46.445µs 	 16190.119406501955 	 1.6578682272258002e+07 	 3.3157364544516005e+07
1ns	1000 	 74.609µs 	 112.594µs 	 514.327µs 	 43.126µs 	 16643.06513599731 	 1.7042498699261244e+07 	 3.408499739852249e+07
0ns	1000 	 977.355µs 	 2.262ms 	 2.569592ms 	 267.118µs 	 197072.760051302 	 2.0180250629253325e+08 	 4.036050125850665e+08
