16	1000 	 216.598µs 	 343.371µs 	 523.09µs 	 38.373µs 	 999.5121351283076 	 127937.55329642337 	 2.047000852742774e+06
32	1000 	 175.975µs 	 339.602µs 	 484.031µs 	 43.542µs 	 999.4863539678324 	 255868.5066157651 	 2.0469480529261208e+06
64	1000 	 272.119µs 	 357.507µs 	 518.76µs 	 34.006µs 	 999.4829474816089 	 511735.26911058376 	 2.046941076442335e+06
128	1000 	 161.717µs 	 269.028µs 	 860.303µs 	 45.899µs 	 999.5101111087525 	 1.0234983537753626e+06 	 2.0469967075507252e+06
256	1000 	 211.271µs 	 338.459µs 	 432.579µs 	 43.867µs 	 999.500884240941 	 2.0469778109254471e+06 	 2.0469778109254471e+06
512	1000 	 288.799µs 	 362.682µs 	 499.8µs 	 31.556µs 	 999.4213390423798 	 4.093629804717588e+06 	 2.046814902358794e+06
1024	1000 	 205.456µs 	 341.005µs 	 466.754µs 	 42.386µs 	 999.3623928023187 	 8.186776721836595e+06 	 2.0466941804591487e+06
2048	1000 	 153.226µs 	 329.867µs 	 1.162844ms 	 46.021µs 	 999.4420255093465 	 1.6374858145945134e+07 	 2.0468572682431417e+06
4096	1000 	 216.471µs 	 341.45µs 	 1.341226ms 	 48.461µs 	 999.5062908691062 	 3.2751822139198873e+07 	 2.0469888836999296e+06
8192	1000 	 224.833µs 	 362.939µs 	 1.338752ms 	 54.853µs 	 999.4933608133771 	 6.550279689426548e+07 	 2.0469624029457963e+06
16384	1000 	 231.275µs 	 394.838µs 	 1.51833ms 	 80.132µs 	 999.560871918188 	 1.3101444260406074e+08 	 2.047100665688449e+06
32768	1000 	 208.751µs 	 315.362µs 	 1.369762ms 	 105.242µs 	 999.50476537885 	 2.6201417721547326e+08 	 2.0469857594958849e+06
65536	1000 	 193.964µs 	 315.732µs 	 1.426757ms 	 148.082µs 	 999.4851122459711 	 5.240180505292157e+08 	 2.0469455098797488e+06
131072	1000 	 259.045µs 	 342.756µs 	 1.515741ms 	 197.939µs 	 999.3833434998768 	 1.0479293887937268e+09 	 2.0467370874877477e+06
262144	1000 	 312.581µs 	 488.317µs 	 2.175522ms 	 287.369µs 	 999.5995414313112 	 2.0963121775117571e+09 	 2.0471798608513253e+06
