10ms	1000 	 236.585µs 	 475.689µs 	 671.758µs 	 43.308µs 	 99.99205882067338 	 102391.86823236954 	 204783.73646473908
3ms	1000 	 285.939µs 	 436.419µs 	 1.053087ms 	 41.558µs 	 333.2581703966681 	 341256.36648618814 	 682512.7329723763
1ms	1000 	 293.361µs 	 388.912µs 	 549.037µs 	 39.582µs 	 999.026062479028 	 1.0230026879785247e+06 	 2.0460053759570494e+06
300us	1000 	 187.865µs 	 341.491µs 	 641.856µs 	 48.515µs 	 3324.0883345361435 	 3.403866454565011e+06 	 6.807732909130022e+06
100us	1000 	 99.612µs 	 185.083µs 	 512.527µs 	 48.24µs 	 8712.086730077937 	 8.921176811599808e+06 	 1.7842353623199616e+07
30us	1000 	 91.095µs 	 154.86µs 	 443.734µs 	 43.147µs 	 11821.620587900778 	 1.2105339482010396e+07 	 2.4210678964020792e+07
10us	1000 	 94.718µs 	 181.135µs 	 541.967µs 	 52.818µs 	 12661.593748484962 	 1.2965471998448601e+07 	 2.5930943996897202e+07
3us	1000 	 93.88µs 	 178.521µs 	 490.61µs 	 54.744µs 	 13051.271345223773 	 1.3364501857509144e+07 	 2.6729003715018287e+07
1us	1000 	 97.536µs 	 209.251µs 	 1.726346ms 	 160.034µs 	 13357.14163687256 	 1.3677713036157502e+07 	 2.7355426072315004e+07
300ns	1000 	 87.852µs 	 147.086µs 	 532.82µs 	 44.889µs 	 15446.458250694783 	 1.5817173248711457e+07 	 3.1634346497422915e+07
100ns	1000 	 86.525µs 	 145.976µs 	 542.83µs 	 49.1µs 	 15759.485291428104 	 1.6137712938422378e+07 	 3.2275425876844756e+07
30ns	1000 	 90.567µs 	 183.499µs 	 649.351µs 	 66.854µs 	 13432.641749295324 	 1.3755025151278412e+07 	 2.7510050302556824e+07
10ns	1000 	 89.475µs 	 145.919µs 	 467.358µs 	 42.884µs 	 15330.309766998607 	 1.5698237201406574e+07 	 3.1396474402813148e+07
3ns	1000 	 89.096µs 	 173.533µs 	 1.136394ms 	 60.615µs 	 13618.928436562268 	 1.3945782719039762e+07 	 2.7891565438079525e+07
1ns	1000 	 92.551µs 	 162.343µs 	 463.703µs 	 52.363µs 	 14433.077449784329 	 1.4779471308579152e+07 	 2.9558942617158305e+07
0ns	1000 	 1.862047ms 	 2.634923ms 	 4.058264ms 	 619.313µs 	 143280.24943372063 	 1.4671897542012993e+08 	 2.9343795084025985e+08
